Year,Country,CountryCode,Variable,VariableCode,UnconsolidatedVariableCode,UnconsolidatedVariableName,ActivityCode,Activity,ActivityCombination,Value,UnitType,ValueUSD,Metadata
2004,Croatia,191,Output,14,14,Output (valuation not defined),27,Basic metals,27,1.736219723E9,M,2.16784937226E9,Special note:UNIDO Estimate
2004,Croatia,191,Output,14,14,Output (valuation not defined),28,Fabricated metal products,28,1.22609985E9,M,1.53091210458E9,Special note:UNIDO Estimate
2004,Croatia,191,Output,14,14,Output (valuation not defined),36,Furniture; manufacturing n.e.c.,36,4.53187596E8,M,5.6585144869E8,Special note:UNIDO Estimate
2004,Cyprus,196,Output,14,13,Output at producers' prices,10,Mining of coal and lignite; extraction of peat,10,0.0,M,0.0,
2004,Cyprus,196,Output,14,13,Output at producers' prices,11,"Extraction of crude oil and natural gas, etc.",11,0.0,M,0.0,
2004,Cyprus,196,Output,14,13,Output at producers' prices,12,Mining of uranium and thorium ores,12,0.0,M,0.0,
2004,Cyprus,196,Output,14,13,Output at producers' prices,13,Mining of metal ores,13,0.0,M,0.0,
2004,Cyprus,196,Output,14,13,Output at producers' prices,14,Other mining and quarrying,14,7.2069E7,M,9.00128895E7,
2004,Cyprus,196,Output,14,13,Output at producers' prices,15,Food and beverages,15,1.07015522E9,M,1.33660469218E9,
2004,Cyprus,196,Output,14,13,Output at producers' prices,16,Tobacco products,16,1.4575054E8,M,1.8203981255E8,
2004,Cyprus,196,Output,14,13,Output at producers' prices,17,Textiles,17,3.0052591E7,M,3.75351476E7,
2004,Cyprus,196,Output,14,13,Output at producers' prices,18,"Wearing apparel, fur",18,5.7554241E7,M,7.188421561E7,
2004,Cyprus,196,Output,14,13,Output at producers' prices,19,"Leather, leather products and footwear",19,1.1437378E7,M,1.428508016E7,
2004,Cyprus,196,Output,14,13,Output at producers' prices,20,Wood products (excl. furniture),20,1.80535959E8,M,2.2548617752E8,
2004,Cyprus,196,Output,14,13,Output at producers' prices,21,Paper and paper products,21,6.2680046E7,M,7.82862542E7,
2004,Cyprus,196,Output,14,13,Output at producers' prices,22,Printing and publishing,22,1.45579682E8,M,1.8182641397E8,
2004,Cyprus,196,Output,14,13,Output at producers' prices,23,"Coke,refined petroleum products,nuclear fuel",23,6.5439437E7,M,8.173268411E7,
2004,Cyprus,196,Output,14,13,Output at producers' prices,24,Chemicals and chemical products,24,1.6721229E8,M,2.088451537E8,
2004,Cyprus,196,Output,14,13,Output at producers' prices,25,Rubber and plastics products,25,7.5837986E7,M,9.472028547E7,
2004,Cyprus,196,Output,14,13,Output at producers' prices,26,Non-metallic mineral products,26,4.23808354E8,M,5.2932903933E8,
2004,Cyprus,196,Output,14,13,Output at producers' prices,27,Basic metals,27,5.4649619E7,M,6.825639479E7,Footnote:27 excludes casting of metals.
2004,Cyprus,196,Output,14,13,Output at producers' prices,28,Fabricated metal products,28,2.2457687E8,M,2.8049248612E8,
2004,Cyprus,196,Output,14,13,Output at producers' prices,29,Machinery and equipment n.e.c.,29,7.3741532E7,M,9.210185199E7,
2004,Cyprus,196,Output,14,13,Output at producers' prices,31,Electrical machinery and apparatus,31,2.4398829E7,M,3.047370018E7,
2004,Cyprus,196,Output,14,13,Output at producers' prices,32,"Radio,television and communication equipment",32,6561030.0,M,8194608.89,
2004,Cyprus,196,Output,14,13,Output at producers' prices,33,"Medical, precision and optical instruments",33,1.0012404E7,M,1.250531317E7,
2004,Cyprus,196,Output,14,13,Output at producers' prices,34,"Motor vehicles, trailers, semi-trailers",34,1.571059E7,M,1.962224537E7,
2004,Cyprus,196,Output,14,13,Output at producers' prices,35,Other transport equipment,35,7389701.0,M,9229604.12,
2004,Cyprus,196,Output,14,13,Output at producers' prices,36,Furniture; manufacturing n.e.c.,36,1.37366434E8,M,1.7156821441E8,
2004,Cyprus,196,Output,14,13,Output at producers' prices,37,Recycling,37,1.600447E7,M,1.998929622E7,
2004,Cyprus,196,Output,14,13,Output at producers' prices,40,"Electricity, gas, steam and hot water supply",40,3.6399E8,M,4.5461698716E8,
2004,Cyprus,196,Output,14,13,Output at producers' prices,41,"Water collection, purification, distribution",41,1.03205E8,M,1.2890119553E8,
2004,Czechia,203,Output,14,14,Output (valuation not defined),10,Mining of coal and lignite; extraction of peat,10,5.21768671875E10,M,2.03024804473E9,
2004,Czechia,203,Output,14,14,Output (valuation not defined),11,"Extraction of crude oil and natural gas, etc.",11A,4.1968515625E9,M,1.6330320577E8,
2004,Czechia,203,Output,14,14,Output (valuation not defined),13,Mining of metal ores,13,6378200.05,M,248181.4,
2004,Czechia,203,Output,14,14,Output (valuation not defined),14,Other mining and quarrying,14,1.438603027344E10,M,5.5977316018E8,
2004,Czechia,203,Output,14,14,Output (valuation not defined),15,Food and beverages,15A,3.130165625E11,M,1.217975126217E10,
2004,Czechia,203,Output,14,14,Output (valuation not defined),17,Textiles,17,5.44857734375E10,M,2.12008962879E9,
2004,Czechia,203,Output,14,14,Output (valuation not defined),18,"Wearing apparel, fur",18,1.950134765625E10,M,7.5881468327E8,
2004,Czechia,203,Output,14,14,Output (valuation not defined),19,"Leather, leather products and footwear",19,6.41009130859E9,M,2.4942232156E8,
2004,Czechia,203,Output,14,14,Output (valuation not defined),20,Wood products (excl. furniture),20,7.37351875E10,M,2.86910135313E9,
2004,Czechia,203,Output,14,14,Output (valuation not defined),21,Paper and paper products,21,5.342061328125E10,M,2.07864330514E9,
2004,Czechia,203,Output,14,14,Output (valuation not defined),22,Printing and publishing,22,6.226080078125E10,M,2.42262281856E9,
2004,Czechia,203,Output,14,14,Output (valuation not defined),23,"Coke,refined petroleum products,nuclear fuel",23,6.326217578125E10,M,2.46158720537E9,
2004,Czechia,203,Output,14,14,Output (valuation not defined),24,Chemicals and chemical products,24,1.4718653125E11,M,5.72715809492E9,
2004,Czechia,203,Output,14,14,Output (valuation not defined),25,Rubber and plastics products,25,1.5926684375E11,M,6.19721373749E9,
2004,Czechia,203,Output,14,14,Output (valuation not defined),26,Non-metallic mineral products,26,1.34914875E11,M,5.24965709783E9,
2004,Czechia,203,Output,14,14,Output (valuation not defined),27,Basic metals,27,2.1656540625E11,M,8.42675147618E9,
2004,Czechia,203,Output,14,14,Output (valuation not defined),28,Fabricated metal products,28,2.16278375E11,M,8.41558283641E9,
2004,Czechia,203,Output,14,14,Output (valuation not defined),29,Machinery and equipment n.e.c.,29,2.13503859375E11,M,8.30762397981E9,
2004,Czechia,203,Output,14,14,Output (valuation not defined),30,"Office, accounting and computing machinery",30,8.44378046875E10,M,3.28554965272E9,
2004,Czechia,203,Output,14,14,Output (valuation not defined),31,Electrical machinery and apparatus,31,1.6195525E11,M,6.30182200216E9,
2004,Czechia,203,Output,14,14,Output (valuation not defined),32,"Radio,television and communication equipment",32,1.180381640625E11,M,4.59296935038E9,
2004,Czechia,203,Output,14,14,Output (valuation not defined),33,"Medical, precision and optical instruments",33,4.281048046875E10,M,1.66579365436E9,
2004,Czechia,203,Output,14,14,Output (valuation not defined),34,"Motor vehicles, trailers, semi-trailers",34,3.72081875E11,M,1.447803480579E10,
2004,Czechia,203,Output,14,14,Output (valuation not defined),35,Other transport equipment,35,2.784084375E10,M,1.08331185128E9,
2004,Czechia,203,Output,14,14,Output (valuation not defined),36,Furniture; manufacturing n.e.c.,36,7.8081921875E10,M,3.03823663168E9,
2004,Czechia,203,Output,14,14,Output (valuation not defined),37,Recycling,37,1.863391210938E10,M,7.2506199902E8,
2004,Czechia,203,Output,14,14,Output (valuation not defined),40,"Electricity, gas, steam and hot water supply",40,2.9741546875E11,M,1.157269890758E10,
2004,Czechia,203,Output,14,14,Output (valuation not defined),41,"Water collection, purification, distribution",41,2.67980078125E10,M,1.04273418273E9,
2004,Denmark,208,Output,14,14,Output (valuation not defined),10,Mining of coal and lignite; extraction of peat,10A,3.82098359375E10,M,6.37781211855E9,
2004,Denmark,208,Output,14,14,Output (valuation not defined),12,Mining of uranium and thorium ores,12,0.0,M,0.0,
2004,Denmark,208,Output,14,14,Output (valuation not defined),13,Mining of metal ores,13,0.0,M,0.0,
2004,Denmark,208,Output,14,14,Output (valuation not defined),14,Other mining and quarrying,14,1.83095947266E9,M,3.0561543191E8,
2004,Denmark,208,Output,14,14,Output (valuation not defined),15,Food and beverages,15A,1.3980315625E11,M,2.333530731722E10,
2004,Denmark,208,Output,14,14,Output (valuation not defined),17,Textiles,17,6.99052978516E9,M,1.16682745385E9,
2004,Denmark,208,Output,14,14,Output (valuation not defined),18,"Wearing apparel, fur",18,3.59049584961E9,M,5.9930924537E8,
2004,Denmark,208,Output,14,14,Output (valuation not defined),20,Wood products (excl. furniture),20,1.387838964844E10,M,2.31651771105E9,
2004,Denmark,208,Output,14,14,Output (valuation not defined),21,Paper and paper products,21,1.039800390625E10,M,1.73558754428E9,
2004,Denmark,208,Output,14,14,Output (valuation not defined),22,Printing and publishing,22,3.098271875E10,M,5.17149457099E9,
2004,Denmark,208,Output,14,14,Output (valuation not defined),24,Chemicals and chemical products,24,5.84500859375E10,M,9.75622263943E9,
2004,Denmark,208,Output,14,14,Output (valuation not defined),25,Rubber and plastics products,25,2.357406835938E10,M,3.93487632639E9,
2004,Denmark,208,Output,14,14,Output (valuation not defined),26,Non-metallic mineral products,26,1.888469921875E10,M,3.1521481466E9,
2004,Denmark,208,Output,14,14,Output (valuation not defined),27,Basic metals,27,9.4129609375E9,M,1.57116864979E9,
2004,Denmark,208,Output,14,14,Output (valuation not defined),28,Fabricated metal products,28,3.887273046875E10,M,6.48845946028E9,
2004,Denmark,208,Output,14,14,Output (valuation not defined),29,Machinery and equipment n.e.c.,29,6.6177171875E10,M,1.104599269795E10,
2004,Denmark,208,Output,14,14,Output (valuation not defined),30,"Office, accounting and computing machinery",30,1.68960131836E9,M,2.8202057139E8,
2004,Denmark,208,Output,14,14,Output (valuation not defined),31,Electrical machinery and apparatus,31,3.254881835938E10,M,5.43290079854E9,
2004,Denmark,208,Output,14,14,Output (valuation not defined),32,"Radio,television and communication equipment",32,7.92870117188E9,M,1.32342275693E9,
2004,Denmark,208,Output,14,14,Output (valuation not defined),33,"Medical, precision and optical instruments",33,1.72970234375E10,M,2.88714052253E9,
2004,Denmark,208,Output,14,14,Output (valuation not defined),34,"Motor vehicles, trailers, semi-trailers",34,7.17280712891E9,M,1.19725235946E9,
2004,Denmark,208,Output,14,14,Output (valuation not defined),35,Other transport equipment,35,1.120448925781E10,M,1.870202413E9,
2004,Denmark,208,Output,14,14,Output (valuation not defined),36,Furniture; manufacturing n.e.c.,36A,2.947762890625E10,M,4.92027181618E9,
2004,Denmark,208,Output,14,14,Output (valuation not defined),40,"Electricity, gas, steam and hot water supply",40,7.75378984375E10,M,1.294227353162E10,
2004,Denmark,208,Output,14,14,Output (valuation not defined),41,"Water collection, purification, distribution",41,4.82477490234E9,M,8.05329494E8,
2004,Ecuador,218,Output,14,13,Output at producers' prices,11,"Extraction of crude oil and natural gas, etc.",11,3.379069E9,M,3.379069E9,Footnote:11 includes extraction of crude oil and natural gas only.
2004,Ecuador,218,Output,14,13,Output at producers' prices,13,Mining of metal ores,13,1.6405E7,M,1.6405E7,Footnote:13 excludes iron ores.
2004,Ecuador,218,Output,14,13,Output at producers' prices,14,Other mining and quarrying,14,1.0849E7,M,1.0849E7,"Footnote:14 includes quarrying of stone, sand and clay only."
2004,Ecuador,218,Output,14,13,Output at producers' prices,15,Food and beverages,15,4.668324E9,M,4.668324E9,
2004,Ecuador,218,Output,14,13,Output at producers' prices,16,Tobacco products,16,3.4845E7,M,3.4845E7,
2004,Ecuador,218,Output,14,13,Output at producers' prices,17,Textiles,17,3.12319E8,M,3.12319E8,
2004,Ecuador,218,Output,14,13,Output at producers' prices,18,"Wearing apparel, fur",18,1.18004E8,M,1.18004E8,
2004,Ecuador,218,Output,14,13,Output at producers' prices,19,"Leather, leather products and footwear",19,8.329E7,M,8.329E7,
2004,Ecuador,218,Output,14,13,Output at producers' prices,20,Wood products (excl. furniture),20,1.63858E8,M,1.63858E8,
2004,Ecuador,218,Output,14,13,Output at producers' prices,21,Paper and paper products,21,6.02372E8,M,6.02372E8,
2004,Ecuador,218,Output,14,13,Output at producers' prices,22,Printing and publishing,22,3.51878E8,M,3.51878E8,Footnote:22 excludes reproduction of recorded media.
2004,Ecuador,218,Output,14,13,Output at producers' prices,23,"Coke,refined petroleum products,nuclear fuel",23,2.223522E9,M,2.223522E9,Footnote:23 includes refined petroleum products only.
2004,Ecuador,218,Output,14,13,Output at producers' prices,24,Chemicals and chemical products,24,6.65645E8,M,6.65645E8,Footnote:24 excludes man-made fibres.
2004,Ecuador,218,Output,14,13,Output at producers' prices,25,Rubber and plastics products,25,7.24643E8,M,7.24643E8,
2004,Ecuador,218,Output,14,13,Output at producers' prices,26,Non-metallic mineral products,26,5.75069E8,M,5.75069E8,
2004,Ecuador,218,Output,14,13,Output at producers' prices,27,Basic metals,27,4.75939E8,M,4.75939E8,
2004,Ecuador,218,Output,14,13,Output at producers' prices,28,Fabricated metal products,28,2.77644E8,M,2.77644E8,
2004,Ecuador,218,Output,14,13,Output at producers' prices,29,Machinery and equipment n.e.c.,29,1.81414E8,M,1.81414E8,
2004,Ecuador,218,Output,14,13,Output at producers' prices,30,"Office, accounting and computing machinery",30,0.0,M,0.0,
2004,Ecuador,218,Output,14,13,Output at producers' prices,31,Electrical machinery and apparatus,31,1.2803E8,M,1.2803E8,
2004,Ecuador,218,Output,14,13,Output at producers' prices,32,"Radio,television and communication equipment",32,1925000.0,M,1925000.0,Footnote:32 includes TV/radio transmitters; line comm. apparatus only.
2004,Ecuador,218,Output,14,13,Output at producers' prices,33,"Medical, precision and optical instruments",33,6591000.0,M,6591000.0,Footnote:33 excludes watches and clocks.
2004,Ecuador,218,Output,14,13,Output at producers' prices,34,"Motor vehicles, trailers, semi-trailers",34,3.64173E8,M,3.64173E8,
2004,Ecuador,218,Output,14,13,Output at producers' prices,35,Other transport equipment,35,7074000.0,M,7074000.0,
2004,Ecuador,218,Output,14,13,Output at producers' prices,36,Furniture; manufacturing n.e.c.,36,1.80673E8,M,1.80673E8,
2004,Ecuador,218,Output,14,13,Output at producers' prices,37,Recycling,37,0.0,M,0.0,
2004,Egypt,818,Output,14,12,Output at factor values,10,Mining of coal and lignite; extraction of peat,10,265000.0,M,42767.86,Footnote:10 includes mining and agglomeration of hard coal only.
2004,Egypt,818,Output,14,12,Output at factor values,11,"Extraction of crude oil and natural gas, etc.",11,8.1102928E10,M,1.308905107322E10,Footnote:11 includes extraction of crude oil and natural gas only.
2004,Egypt,818,Output,14,12,Output at factor values,13,Mining of metal ores,13,2.10459E8,M,3.396558753E7,
2004,Egypt,818,Output,14,12,Output at factor values,14,Other mining and quarrying,14,5.26157E8,M,8.491550201E7,
2004,Egypt,818,Output,14,12,Output at factor values,15,Food and beverages,15,2.856015E10,M,4.60926961858E9,
2004,Egypt,818,Output,14,12,Output at factor values,16,Tobacco products,16,3.17097E9,M,5.1175696495E8,
2004,Egypt,818,Output,14,12,Output at factor values,17,Textiles,17,9.899875E9,M,1.59772245823E9,
2004,Egypt,818,Output,14,12,Output at factor values,18,"Wearing apparel, fur",18,3.682096E9,M,5.9424664175E8,"Footnote:18 includes wearing apparel only, except fur apparel."
2004,Egypt,818,Output,14,12,Output at factor values,19,"Leather, leather products and footwear",19,4.8941E8,M,7.898497186E7,
2004,Egypt,818,Output,14,12,Output at factor values,20,Wood products (excl. furniture),20,2.85535E8,M,4.608196387E7,
2004,Egypt,818,Output,14,12,Output at factor values,21,Paper and paper products,21,3.977298E9,M,6.4188874482E8,
2004,Egypt,818,Output,14,12,Output at factor values,22,Printing and publishing,22,1.115293E9,M,1.7999506798E8,Footnote:22 excludes reproduction of recorded media.
2004,Egypt,818,Output,14,12,Output at factor values,23,"Coke,refined petroleum products,nuclear fuel",23,2.610524E10,M,4.21307624847E9,Footnote:23 excludes processing of nuclear fuel.
2004,Egypt,818,Output,14,12,Output at factor values,24,Chemicals and chemical products,24,1.6742842E10,M,2.70209620606E9,
2004,Egypt,818,Output,14,12,Output at factor values,25,Rubber and plastics products,25,4.922169E9,M,7.9437972242E8,
2004,Egypt,818,Output,14,12,Output at factor values,26,Non-metallic mineral products,26,9.052168E9,M,1.46091259831E9,
2004,Egypt,818,Output,14,12,Output at factor values,27,Basic metals,27,4.9160766E10,M,7.93396481287E9,
2004,Egypt,818,Output,14,12,Output at factor values,28,Fabricated metal products,28,2.881904E9,M,4.6510513953E8,
2004,Egypt,818,Output,14,12,Output at factor values,29,Machinery and equipment n.e.c.,29,4.215112E9,M,6.8026910505E8,
2004,Egypt,818,Output,14,12,Output at factor values,31,Electrical machinery and apparatus,31,3.520393E9,M,5.6814969461E8,
2004,Egypt,818,Output,14,12,Output at factor values,32,"Radio,television and communication equipment",32,1.982502E9,M,3.1995231949E8,
2004,Egypt,818,Output,14,12,Output at factor values,33,"Medical, precision and optical instruments",33,1.76404E8,M,2.846951426E7,Footnote:33 excludes watches and clocks.
2004,Egypt,818,Output,14,12,Output at factor values,34,"Motor vehicles, trailers, semi-trailers",34,4.299577E9,M,6.9390075468E8,
2004,Egypt,818,Output,14,12,Output at factor values,35,Other transport equipment,35,4.21877E8,M,6.808594629E7,
2004,Egypt,818,Output,14,12,Output at factor values,36,Furniture; manufacturing n.e.c.,36,6.40163E8,M,1.0331471882E8,
2004,Egypt,818,Output,14,12,Output at factor values,37,Recycling,37,3012000.0,M,486101.09,Footnote:37 includes recycling of non-metal waste and scrap only.
2004,Eritrea,232,Output,14,13,Output at producers' prices,15,Food and beverages,15,1.409464E9,M,1.0222766999E8,
2004,Eritrea,232,Output,14,13,Output at producers' prices,16,Tobacco products,16,1.85685E8,M,1.346763373E7,
2004,Eritrea,232,Output,14,13,Output at producers' prices,17,Textiles,17,8.98E7,M,6513145.97,
2004,Eritrea,232,Output,14,13,Output at producers' prices,18,"Wearing apparel, fur",18,2.6015E7,M,1886854.03,
2004,Eritrea,232,Output,14,13,Output at producers' prices,19,"Leather, leather products and footwear",19,9.8329E7,M,7131749.77,
2004,Eritrea,232,Output,14,13,Output at producers' prices,20,Wood products (excl. furniture),20,0.0,M,0.0,
2004,Eritrea,232,Output,14,13,Output at producers' prices,21,Paper and paper products,21,1.2953E7,M,939474.16,
2004,Eritrea,232,Output,14,13,Output at producers' prices,22,Printing and publishing,22,6.3656E7,M,4616935.63,
2004,Eritrea,232,Output,14,13,Output at producers' prices,23,"Coke,refined petroleum products,nuclear fuel",23,0.0,M,0.0,
2004,Eritrea,232,Output,14,13,Output at producers' prices,24,Chemicals and chemical products,24,1.76648E8,M,1.281218495E7,
2004,Eritrea,232,Output,14,13,Output at producers' prices,25,Rubber and plastics products,25,8.6077E7,M,6243118.77,
2004,Eritrea,232,Output,14,13,Output at producers' prices,26,Non-metallic mineral products,26,2.26076E8,M,1.639717135E7,
2004,Eritrea,232,Output,14,13,Output at producers' prices,27,Basic metals,27,4.9744E7,M,3607905.71,
2004,Eritrea,232,Output,14,13,Output at producers' prices,28,Fabricated metal products,28,5.7132E7,M,4143753.4,
2004,Eritrea,232,Output,14,13,Output at producers' prices,29,Machinery and equipment n.e.c.,29,3.0501E7,M,2212221.21,
2004,Eritrea,232,Output,14,13,Output at producers' prices,30,"Office, accounting and computing machinery",30,0.0,M,0.0,
2004,Eritrea,232,Output,14,13,Output at producers' prices,31,Electrical machinery and apparatus,31,773000.0,M,56065.28,
2004,Eritrea,232,Output,14,13,Output at producers' prices,32,"Radio,television and communication equipment",32,0.0,M,0.0,
2004,Eritrea,232,Output,14,13,Output at producers' prices,33,"Medical, precision and optical instruments",33,1.3334E7,M,967107.89,
2004,Eritrea,232,Output,14,13,Output at producers' prices,34,"Motor vehicles, trailers, semi-trailers",34,2.9903E7,M,2168848.59,
2004,Eritrea,232,Output,14,13,Output at producers' prices,35,Other transport equipment,35,0.0,M,0.0,
2004,Eritrea,232,Output,14,13,Output at producers' prices,36,Furniture; manufacturing n.e.c.,36,2.10522E8,M,1.526904805E7,
2004,Eritrea,232,Output,14,13,Output at producers' prices,37,Recycling,37,0.0,M,0.0,
2004,Estonia,233,Output,14,14,Output (valuation not defined),10,Mining of coal and lignite; extraction of peat,10A,1.4E8,M,1.7391239536E8,
2004,Estonia,233,Output,14,14,Output (valuation not defined),12,Mining of uranium and thorium ores,12,0.0,M,0.0,
2004,Estonia,233,Output,14,14,Output (valuation not defined),13,Mining of metal ores,13,0.0,M,0.0,
2004,Estonia,233,Output,14,14,Output (valuation not defined),14,Other mining and quarrying,14,3.1E7,M,3.850917326E7,
2004,Estonia,233,Output,14,14,Output (valuation not defined),15,Food and beverages,15,8.42764562E8,M,1.04690859786E9,
2004,Estonia,233,Output,14,14,Output (valuation not defined),16,Tobacco products,16,0.0,M,0.0,
2004,Estonia,233,Output,14,14,Output (valuation not defined),17,Textiles,17,2.81057866E8,M,3.4913890507E8,
2004,Estonia,233,Output,14,14,Output (valuation not defined),18,"Wearing apparel, fur",18,1.54084593E8,M,1.9140871897E8,
2004,Estonia,233,Output,14,14,Output (valuation not defined),19,"Leather, leather products and footwear",19,2.952079E7,M,3.667165216E7,
2004,Estonia,233,Output,14,14,Output (valuation not defined),20,Wood products (excl. furniture),20,8.21552286E8,M,1.02055804264E9,
2004,Estonia,233,Output,14,14,Output (valuation not defined),21,Paper and paper products,21,9.0294377E7,M,1.1216650994E8,
2004,Estonia,233,Output,14,14,Output (valuation not defined),22,Printing and publishing,22,2.17286823E8,M,2.6992051334E8,
2004,Estonia,233,Output,14,14,Output (valuation not defined),23,"Coke,refined petroleum products,nuclear fuel",23,4.3389618E7,M,5.389994571E7,
2004,Estonia,233,Output,14,14,Output (valuation not defined),24,Chemicals and chemical products,24,2.39470556E8,M,2.9747784294E8,
2004,Estonia,233,Output,14,14,Output (valuation not defined),25,Rubber and plastics products,25,1.93179349E8,M,2.3997345227E8,
2004,Estonia,233,Output,14,14,Output (valuation not defined),26,Non-metallic mineral products,26,2.43612031E8,M,3.0262251321E8,
2004,Estonia,233,Output,14,14,Output (valuation not defined),27,Basic metals,27,4138791.0,M,5141336.12,Special note:UNIDO Estimate
2004,Estonia,233,Output,14,14,Output (valuation not defined),28,Fabricated metal products,28,4.23165416E8,M,5.2566936521E8,
2004,Estonia,233,Output,14,14,Output (valuation not defined),29,Machinery and equipment n.e.c.,29,1.62111897E8,M,2.0138048802E8,
2004,Estonia,233,Output,14,14,Output (valuation not defined),30,"Office, accounting and computing machinery",30,2.9092582E7,M,3.613971873E7,
2004,Estonia,233,Output,14,14,Output (valuation not defined),31,Electrical machinery and apparatus,31,1.5132361E8,M,1.8797893921E8,
2004,Estonia,233,Output,14,14,Output (valuation not defined),32,"Radio,television and communication equipment",32,5.4925671E7,M,6.823039293E7,
2004,Estonia,233,Output,14,14,Output (valuation not defined),33,"Medical, precision and optical instruments",33,8.4178032E7,M,1.0456859415E8,
2004,Estonia,233,Output,14,14,Output (valuation not defined),34,"Motor vehicles, trailers, semi-trailers",34,1.09851342E8,M,1.3646078586E8,
2004,Estonia,233,Output,14,14,Output (valuation not defined),35,Other transport equipment,35,8.970639E7,M,1.1143609403E8,
2004,Estonia,233,Output,14,14,Output (valuation not defined),36,Furniture; manufacturing n.e.c.,36,3.46861299E8,M,4.3088199547E8,
2004,Estonia,233,Output,14,14,Output (valuation not defined),37,Recycling,37,3.6851457E7,M,4.577803685E7,
2004,Estonia,233,Output,14,14,Output (valuation not defined),40,"Electricity, gas, steam and hot water supply",40,5.51E8,M,6.8446949887E8,
2004,Estonia,233,Output,14,14,Output (valuation not defined),41,"Water collection, purification, distribution",41,7.3E7,M,9.068289186E7,
2004,Ethiopia,231,Output,14,13,Output at producers' prices,15,Food and beverages,15,3.996065E9,M,4.6274409035E8,
2004,Ethiopia,231,Output,14,13,Output at producers' prices,16,Tobacco products,16,3.64046E8,M,4.215650524E7,
2004,Ethiopia,231,Output,14,13,Output at producers' prices,17,Textiles,17,9.56445E8,M,1.1075627436E8,
2004,Ethiopia,231,Output,14,13,Output at producers' prices,18,"Wearing apparel, fur",18,8.6511E7,M,1.001796868E7,
2004,Ethiopia,231,Output,14,13,Output at producers' prices,19,"Leather, leather products and footwear",19,8.13127E8,M,9.416005845E7,
2004,Ethiopia,231,Output,14,13,Output at producers' prices,20,Wood products (excl. furniture),20,5.8431E7,M,6766306.34,
2004,Ethiopia,231,Output,14,13,Output at producers' prices,21,Paper and paper products,21,2.18053E8,M,2.525052449E7,
2004,Ethiopia,231,Output,14,13,Output at producers' prices,22,Printing and publishing,22,3.94855E8,M,4.572418562E7,
2004,Ethiopia,231,Output,14,13,Output at producers' prices,23,"Coke,refined petroleum products,nuclear fuel",23,0.0,M,0.0,
2004,Ethiopia,231,Output,14,13,Output at producers' prices,24,Chemicals and chemical products,24,7.26408E8,M,8.411800338E7,
2004,Ethiopia,231,Output,14,13,Output at producers' prices,25,Rubber and plastics products,25,5.57349E8,M,6.454098119E7,
2004,Ethiopia,231,Output,14,13,Output at producers' prices,26,Non-metallic mineral products,26,1.179617E9,M,1.3659957874E8,
2004,Ethiopia,231,Output,14,13,Output at producers' prices,27,Basic metals,27,7.61825E8,M,8.821928988E7,
2004,Ethiopia,231,Output,14,13,Output at producers' prices,28,Fabricated metal products,28,2.99574E8,M,3.469065146E7,
2004,Ethiopia,231,Output,14,13,Output at producers' prices,29,Machinery and equipment n.e.c.,29,1.3466E7,M,1559362.0,
2004,Ethiopia,231,Output,14,13,Output at producers' prices,30,"Office, accounting and computing machinery",30,0.0,M,0.0,
2004,Ethiopia,231,Output,14,13,Output at producers' prices,31,Electrical machinery and apparatus,31,1060000.0,M,122747.94,
2004,Ethiopia,231,Output,14,13,Output at producers' prices,32,"Radio,television and communication equipment",32,0.0,M,0.0,
2004,Ethiopia,231,Output,14,13,Output at producers' prices,33,"Medical, precision and optical instruments",33,0.0,M,0.0,
2004,Ethiopia,231,Output,14,13,Output at producers' prices,34,"Motor vehicles, trailers, semi-trailers",34,2.75271E8,M,3.18763655E7,
2004,Ethiopia,231,Output,14,13,Output at producers' prices,35,Other transport equipment,35,0.0,M,0.0,
2004,Ethiopia,231,Output,14,13,Output at producers' prices,36,Furniture; manufacturing n.e.c.,36,1.69654E8,M,1.964592315E7,
2004,Ethiopia,231,Output,14,13,Output at producers' prices,37,Recycling,37,0.0,M,0.0,
2004,Fiji,242,Output,14,13,Output at producers' prices,15,Food and beverages,15,9.10467578E8,M,5.2533986921E8,
2004,Fiji,242,Output,14,13,Output at producers' prices,18,"Wearing apparel, fur",18,2.94394496E8,M,1.6986564899E8,
2004,Fiji,242,Output,14,13,Output at producers' prices,19,"Leather, leather products and footwear",19,1.9393834E7,M,1.119024385E7,
2004,Fiji,242,Output,14,13,Output at producers' prices,20,Wood products (excl. furniture),20,9.3385056E7,M,5.388318518E7,
2004,Fiji,242,Output,14,13,Output at producers' prices,21,Paper and paper products,21,6.2516725E7,M,3.607215559E7,
2004,Fiji,242,Output,14,13,Output at producers' prices,22,Printing and publishing,22,5.6833296E7,M,3.279281658E7,
2004,Fiji,242,Output,14,13,Output at producers' prices,24,Chemicals and chemical products,24,9.4527269E7,M,5.454224218E7,
2004,Fiji,242,Output,14,13,Output at producers' prices,25,Rubber and plastics products,25,8060425.0,M,4650865.9,
2004,Fiji,242,Output,14,13,Output at producers' prices,26,Non-metallic mineral products,26,1.8771304E7,M,1.083104399E7,
2004,Fiji,242,Output,14,13,Output at producers' prices,27,Basic metals,27,3.9201299E7,M,2.261915283E7,
2004,Fiji,242,Output,14,13,Output at producers' prices,28,Fabricated metal products,28,8.8680475E7,M,5.116864155E7,
2004,Fiji,242,Output,14,13,Output at producers' prices,29,Machinery and equipment n.e.c.,29,2546967.0,M,1469600.17,
