gamma_pct,baseline_gamma_pct,welfare,real_wage_Q,real_wage_N,comp_share_QT,comp_share_QO,upgrade_intensity_QT,upgrade_intensity_QO,exports_total_US,exports_total_RW,exports_textiles_US,exports_textiles_RW,israeli_inputs_total,israeli_inputs_textiles,israeli_inputs_other,israeli_inputs_per_us_export
0.0,10.5,320525610.86088383,15.494502000331874,15.382418895859857,0.7499999999999999,0.07142857142857142,1.4999999999999998,0.3333333333333333,3453931.4626649413,15489781.483063444,2129506.742141093,2970612.2001726627,0.0,0.0,0.0,0.0
5.0,10.5,320234329.92522085,15.43292817185351,15.416370370278218,0.6,0.0,1.2,0.35714285714285704,2926345.9531229055,15850862.697925879,1702864.969555069,3165454.956110768,58962.33496822097,58962.33496822097,0.0,0.020148791671503567
10.0,10.5,319999176.8183842,15.428663866550778,15.397957674073362,0.6,0.0,1.2,0.35714285714285704,2536195.166849166,15836016.455086801,1314154.814545356,3162360.560057222,91006.20161981406,91006.20161981406,0.0,0.035882964690322046
15.0,10.5,319811192.820332,15.428883716598333,15.379575495585936,0.49999999999999994,0.0,0.9999999999999999,0.35714285714285704,2247703.1539080488,15896171.695364155,1024688.991603664,3210237.48778454,106440.71604274653,106440.71604274653,0.0,0.04735532619495577
20.0,10.5,319690470.44401294,15.436969496260856,15.359733838917583,0.49999999999999994,0.0,1.0555555555555556,0.3333333333333333,2030000.3349794832,15736857.65001254,806579.9894304822,3223335.8544045584,111712.53238685225,111712.53238685225,0.0,0.05503079505057388
25.0,10.5,319617686.2658651,15.412057890022874,15.377805042197602,0.49999999999999994,0.0,1.0555555555555556,0.35714285714285704,1862126.305403164,15907720.082424657,639512.0691149068,3222063.1721066185,110716.72008505014,110716.72008505014,0.0,0.059457148402765926
30.0,10.5,319618722.43447316,15.3970161140137,15.392987972165296,0.49999999999999994,0.0,1.0555555555555556,0.35714285714285704,1733534.9484331189,15905393.36368023,511630.3263327367,3225834.852374557,106292.3457366551,106292.3457366551,0.0,0.06131537517182968
