metric,on_value,off_value,pct_change_on_vs_off
welfare,126.2508097745553,123.27905422803421,2.4105924279919484
real_wage_Q,1.3000524072559776,1.2683461913248595,2.4998077140121477
real_wage_N,1.219865680549818,1.1925731234625347,2.2885437002002584
LQ_share,0.5317889749009945,0.5307613899292026,0.19360582576079297
X_Q_US,16.010483280495762,18.508828743687612,-13.498128367760192
X_Q_RW,66.10375482587335,88.77278899303306,-25.53601663786725
X_total_US,25.08383957868093,24.52521759625396,2.2777452645814473
X_total_RW,135.42760047056655,136.74763660797686,-0.9653081911715549
comp_share_QT,0.3333333333333333,0.0,
