gamma_pct,welfare,wQ,wN,real_wage_Q,real_wage_N,LQ_share,comp_share_QT,US_export_share_QT,RW_export_share_QT,upgrade_share_QT,upgrade_intensity_QT,X_Q_US,X_Q_RW,X_total_US,X_total_RW
0.0,126.89533239597992,1.4715292818571217,1.3810259389469055,1.3065857512661267,1.2262269165855115,0.531695208673733,0.6489155035134665,0.6489155035134665,0.6489155035134665,0.8333333333333333,1.3593036169668886,18.00876218832203,63.6155716796746,27.03556327800173,132.58249977373816
5.0,126.48220169615314,1.4610492910156423,1.3736388811585445,1.3013516026430132,1.223495449770756,0.5308066949902092,0.49999999999999994,0.49999999999999994,0.49999999999999994,0.8333333333333333,1.1111111111111112,16.999750539672313,65.14394607501549,26.12142288946393,134.83571337948467
10.0,126.17249690297241,1.4607911578088113,1.3740713032061622,1.2978949506369348,1.2208454279812957,0.5305618988859039,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.8888888888888888,16.06770073026421,66.05177443050204,25.180252351706013,135.6738571800912
15.0,126.1604692965173,1.4606116471076416,1.3742416621681954,1.2976354062501765,1.2209026547918005,0.5304389247067666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.8888888888888888,15.495290328214338,66.13534155634662,24.601253678447442,135.7070883317407
20.0,126.11750597664329,1.4607477339838455,1.373458952831258,1.2975578943465487,1.2200207231859048,0.5307691261429068,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.8888888888888888,15.048667376269815,66.31014383996008,24.147149748802754,135.82473414918275
25.0,125.06896432107577,1.4605891646078903,1.3738971218554947,1.2865369954484809,1.210175672966741,0.5305561628231974,0.12499999999999999,0.12499999999999999,0.24999999999999997,0.875,0.7083333333333334,14.315281242444662,66.7763357863818,23.414050922033994,136.29312119051144
30.0,125.04005317737926,1.460693382252246,1.3734342149745256,1.2864620845609944,1.2096111782742378,0.5307595638151121,0.12499999999999999,0.12499999999999999,0.24999999999999997,0.875,0.7083333333333334,14.147174069407631,66.96622744459587,23.240903510188822,136.44450421382783
